382=☆Sukhavati Pestle
383=☆Sage's Pestle
384=☆Exorcision Pestle
385=☆Raja Spirit's Pestle
386=☆Bamboo Wand
387=☆Antler Wand
388=☆Wand of Invocation
389=☆Blood Curse Wand
390=☆Bodhi Wand
391=☆Heretic Banishing Pataka
399=Arenaceous Mold
400=Darts
402=Tiger Maw
410=Woven Fang Arrow
411=Falcon Feather Arrow
412=☆White Jade Amulet
413=☆Turquoise Wrap
414=☆Orchid Field Belt
415=☆Lone Mountain Amulet
416=☆Peaceful Field Amulet
417=☆Green and Gold Amulet
418=☆Auspicious Girdle
419=☆Belt of Wishes
420=☆Prince's Belt
421=☆Cloud Stone Belt
422=☆Belt of the Calm Ocean
423=☆Purple Cloud Belt
424=N/A飞刀
425=N/A飞斧
426=N/A袖箭
427=Vipenflame Arrow
428=N/A子母离魂镖
429=Draw Blood
430=Tiger Leap
431=Roar of the Pride
432=Drake's Ray
433=Stream Strike
434=Fan of Flames
435=Drake Sweep
436=Ocean's Edge
437=Vacuous Palm
438=Shadowless Kick
439=Cyclone Heel
440=Drake's Breath Bash
441=Lightning Bolt
442=Farstrike
443=Meteor Rush
444=Daggerfall
445=Soaring Overlord
446=Supreme Toss
447=Mountain Cutting
448=Overlord Rage
449=Mage Bane
450=Spirit Chaser
451=Atmos Strike
452=Myriad Sword Stance
453=Riding Cloud
454=Aura of the Golden Bell
455=Blade and Sword Mastery
456=Polearm Mastery
457=Axe and Hammer Mastery
458=Fist Weapon Mastery
460=Pyrogram
461=Crown of Flame
462=Pyro Guidance
463=Divine Pyrogram
464=The Dragon's Breath
465=Emberstorm
466=Blade Tempest
467=Gush
468=Wellspring Quaff
469=Water Proof
470=Morning Dew
471=Frostblade
472=Glacial Snare
473=Ice Dragon Strike
474=Greater Protective Aura
475=Stone Rain
476=Pitfall
477=Sandstorm
478=Mountain's Seize
479=Distance Shrink
480=Summon Golem
481=Fire Mastery
482=Aqua Spirit
483=Earthen Spirit
485=Scold
486=Demon Capitulation Pestle
487=Silencing Staff
488=God of War
489=Million Strike
490=Invincible Evil Hunter
491=Endless Suffering
492=Cycle of Life
493=Pacifier
494=Diamond Sutra
495=Sutra of Nirvana
496=Stun of Truth
497=Sutra of Moral
498=Ban of Truth
499=Divine Worshipping
500=Confusion of Truth
501=Ceramic Sword Mold
502=Divine Shining
503=Porcelain Sword Mold
504=Siren Assassin
505=Vain Riding
506=Glass Sword Mold
507=Floating
508=Jade Sword Mold
509=Still Ashura
510=Sand Twinblades Mold
511=Ceramic Edge Mold
512=Death Proof
513=Porcelain Twinswords Mold
514=Glass Twinswords Mold
515=Jade Twinswords Mold
516=Sand Blade Mold
517=Ceramic Blade Mold
518=Procelain Blade Mold
519=Glass Blade Mold
520=Jade Blade Mold
521=Sand Twinblades Mold
522=Ceramic Twinblades Mold
523=Porcelain Twinblades Mild
524=Glass Twinswords Mold
525=Jade Twinsords Mold
527=Bronze Spear Pole
528=Iron Spear Pole
529=Steel Spear Pole
530=Silver Spear Pole
531=Gold Spear Pole
532=Bronze Scythe Guard
533=Iron Scythe Guard
534=Steel Scythe Guard
535=Silver Scythe Guard
536=Gold Scythe Guard
537=Bronze Club Guard
538=Iron Club Guard
539=Steel Club Guard
540=Silver Club Guard
541=Gold Club Guard
542=Bronze Mace Joint
543=Iron Mace Joint
544=Steel Mace Joint
545=Silver Mace Joint
546=Gold Mace Joint
548=Sand Dualaxes Mold
549=Ceramic Dualaxes Mold
550=Porcelain Dualaxes Mold
551=Glass Dualaxes Mold
552=Jade Dualaxes Mold
553=Sand Axe Mold
554=Ceramic Axe Mold
555=Porcelain Axe Mold
556=Glass Axe Mold
557=Jade Axe Mold
558=Sand Dualhammers Mold
559=Ceramic Dualhammers Mold
560=Procelain Dualhammers Mold
561=Glass Dualhammers Mold
562=Jade Dualhammers Mold
563=Sand Hammer Mold
564=Ceramic Hammer Mold
565=Porcelain Hammer Mold
566=Glass Hammer Mold
567=Jade Hammer Mold
569=Wistaria Fists Mold
570=Almondwood Fists Mold
571=Coral Fists Mold
572=Ivory Fists Mold
573=Dragonbone Fists Mold
574=Bronze Dagger Handle
575=Iron Dagger Handle
576=Steel Dagger Handle
577=Silver Dagger Handle
578=Gold Dagger Handle
580=N/A蚕丝弓弦
581=N/A牛皮弓弦
582=N/A鲸胶弓弦
583=N/A凤尾弓弦
584=N/A龙筋弓弦
585=N/A青铜弩机
586=N/A铸铁弩机
587=N/A精钢弩机
588=N/A合金弩机
589=N/A玄铁弩机
590=N/A蚕丝绞丝
591=N/A牛皮绞丝
592=N/A鲸胶绞丝
593=N/A凤尾绞丝
594=N/A龙筋绞丝
596=N/A鬼扶魔力符
597=N/A妖护魔力符
598=N/A灵佐魔力符
599=N/A仙佑魔力符
600=N/A神辅魔力符
601=N/A紫藤杖柄
602=N/A桃木杖柄
603=N/A珊瑚杖柄
604=N/A象牙杖柄
605=N/A龙骨杖柄
606=N/A砂金刚杵铸模
607=N/A陶金刚杵铸模
608=N/A磁金刚杵铸模
609=N/A琉璃金刚杵铸模
610=N/A玉金刚杵铸模
611=N/A布灵力幡绦
612=N/A丝绸灵力幡绦
613=N/A锦缎灵力幡绦
614=N/A凤羽灵力幡绦
615=N/A龙须灵力幡绦
619=N/A青铜肩甲合页
620=N/A铸铁肩甲合页
621=N/A精钢肩甲合页
622=N/A白银肩甲合页
623=N/A黄金肩甲合页
624=N/A狼皮护心镜组件
625=N/A虎皮护心镜组件
626=N/A鲨皮护心镜组件
627=N/A鲸皮护心镜组件
628=N/A龙皮护心镜组件
629=N/A布法袍衣襟
630=N/A丝绸法袍衣襟
631=N/A锦缎法袍衣襟
632=N/A凤羽法袍衣襟
633=N/A龙须法袍衣襟
635=N/A青铜股甲合页
636=N/A铸铁股甲合页
637=N/A精钢股甲合页
638=N/A白银股甲合页
639=N/A黄金股甲合页
640=N/A狼皮护膝组件
641=N/A虎皮护膝组件
642=N/A鲨皮护膝组件
643=N/A鲸皮护膝组件
644=N/A龙皮护膝组件
646=Stomp of the Beast King
647=Garrotte
648=Swell
649=Mighty Swing
650=Firestorm
651=Penetrate Armor
652=Slam
653=Bestial Onslaught
654=Armageddon
655=Blood Defect
656=Strength of the Titans
657=Blood Bath
658=Beast King's Inspiration
659=Change to White Tiger
660=N/A虎扑
661=Flesh Ream
662=Devour
663=Surf Impact
664=Bestial Rage
665=Tortoise
666=N/A布法裤下摆
667=N/A虎之疾驰
668=N/A丝绸法裤下摆
669=Shapeshifting Intensity
670=Poison Fang
671=Frighten
672=N/A锦缎法裤下摆
673=N/A凤羽法裤下摆
674=N/A虎之地煞变
675=N/A龙须法裤下摆
676=N/A虎之天罡变
678=N/A青铜踝甲合页
679=N/A铸铁踝甲合页
680=N/A精钢踝甲合页
681=N/A白银踝甲合页
682=N/A黄金踝甲合页
683=N/A狼皮护踝组件
684=N/A虎皮护踝组件
685=N/A鲨皮护踝组件
686=N/A鲸皮护踝组件
687=N/A龙皮护踝组件
688=N/A布法术鞋底
689=N/A丝绸法术鞋底
690=N/A锦缎法术鞋底
691=N/A凤羽法术鞋底
692=N/A龙须法术鞋底
694=N/A青铜腕甲合页
695=N/A铸铁腕甲合页
696=N/A精钢腕甲合页
697=N/A白银腕甲合页
698=N/A黄金腕甲合页
699=N/A狼皮护腕组件
700=N/A虎皮护腕组件
701=N/A鲨皮护腕组件
702=N/A鲸皮护腕组件
703=N/A龙皮护腕组件
705=N/A青铜面罩合页
706=N/A铸铁面罩合页
707=N/A精钢面罩合页
708=N/A白银面罩合页
709=N/A黄金面罩合页
711=N/A狼皮飘带组件
712=N/A虎皮飘带组件
713=N/A鲨皮飘带组件
714=N/A鲸皮飘带组件
715=N/A龙皮飘带组件
720=N/A砂指环铸模
721=N/A陶指环铸模
722=N/A磁指环铸模
723=N/A琉璃指环铸模
724=N/A玉指环铸模
725=N/A紫藤小段
726=N/A桃木小段
727=N/A珊瑚小段
728=N/A象牙小段
729=N/A龙骨小段
730=N/A玛瑙石链子
731=N/A孔雀石链子
732=N/A木变石链子
733=N/A黑耀石链子
734=N/A金刚石链子
735=N/A紫藤节扣
736=N/A桃木节扣
737=N/A珊瑚节扣
738=N/A象牙节扣
739=N/A龙骨节扣
740=N/A白水晶坠子
741=N/A黄水晶坠子
742=N/A红水晶坠子
743=N/A紫水晶坠子
744=N/A黑水晶坠子
745=N/A青铜护身锁
746=N/A铸铁护身锁
747=N/A精钢护身锁
748=N/A白银护身锁
749=N/A黄金护身锁
750=N/A布香囊
751=N/A丝绸香囊
752=N/A锦缎香囊
753=N/A凤羽香囊
754=N/A龙须香囊
756=N/A鬼扶护身符
757=N/A妖护护身符
758=N/A灵佐护身符
759=N/A仙佑护身符
760=N/A神辅护身符
771=Broken Orange Jade
772=Orange Jade
773=Broken Red Jade
774=Red Jade
775=Broken Verdant Jade
776=Verdant Jade
777=Black Jade
778=Broken Yellow Jade
779=Yellow Jade
780=Broken Blue Jade
781=Blue Jade
782=Broken Cyan Jade
783=Cyan Jade
784=Broken Purple Jade
785=Purple Jade
795=Logs
796=Rough Lumber
797=Fine Lumber
798=High-grade Lumber
799=Lumber Essence
800=Pig Iron
801=High-carbon Steel
802=Refined Steel
803=Steel Alloy
804=High Alloy Steel
805=Sandstone
806=Gravel
807=Rubstone Powder
808=Corundum Powder
809=Granite
810=Cotton Thread
811=Silk Thread
812=Compound Thread
813=Azureworm Silk
814=Vega String
815=Coal Dust
816=Coal
817=Anthracite
818=Charcoal
819=Extruded Charcoal
820=Organic Glue
821=Concentrated Glue
822=Strong Glue
823=Colored Glue
824=Super Glue
825=Grease
826=Purified Oil
827=Compound Oil
828=Glaze
829=Compacted Glaze
830=Animal Fur
831=Rough Fur
832=Leather
833=Reinforced Leather
834=Superior Leather
836=Twin Strike
837=N/A鞭长莫及
838=N/A粹毒
839=Falling Petals
840=N/A麻痹
841=N/A妖雾
842=N/A银蛇乱舞
843=N/A妖煞
844=N/A食人花
845=N/A狐化
846=Phoenix
847=Souling Eater
848=N/A天狐变
849=N/A惑
850=N/A媚
851=Dragon
852=N/A狐之疾驰
853=N/A召狼
854=N/A召狐
855=N/A雾蛊
856=N/A毒藤
857=N/A召唤精通
858=N/A铁蛊
859=Blazing Scarab
860=N/A狐之地煞变
861=N/A狐之天罡变
894=Take Aim
895=Quickshot
896=Winged Blessing
897=N/A三星逐月
898=Lightning Strike
899=Thunder Shock
900=Thunderous Blast
901=Stormrage Eagleon
902=Barrage of Arrows
903=N/A冰箭
904=N/A火箭
905=N/A毒箭
906=Toxic Mist
907=N/A致晕
908=Knock Back
909=N/A穿透
910=N/A灵箭
911=N/A躲闪
912=Winged Shell
913=Winged Pledge
914=N/A展翼
915=Ferric Hawk
916=N/A诅咒：盲
917=N/A诅咒：刃
919=Blessing of the Purehearted
920=N/A静心符
921=Chromatic Healing Beam
922=Wellspring Surge
923=N/A天师护法
924=Regeneration Aura
925=Chromatic Seal
926=Elemental Seal
927=Dimensional Seal
928=Silent Seal
929=N/A天师护体
930=N/A乾坤借法
931=N/A荆棘符
932=Bramble Hood
933=Heaven's Wrath
934=Arcane Empowerment
935=Plume Shot
936=Plume Shell
937=Razor Feathers
938=N/A神鹰
939=Whirlwind
940=Siren's Kiss
941=Thunderball
942=Wield Thunder
943=Tempest
945=N/A附体
946=N/A附体强化
947=Refine
948=Bloodthirst
949=N/A追魂
950=N/A心魅术
951=N/A心魅强化
952=N/A驱魂术
953=N/A石盾
954=N/A灵盾
955=N/A冰盾
956=N/A坚心术
957=N/A寒
958=Hailstorm
959=N/A冰雪女妖
960=N/A寒煞箭
961=N/A冰凌阵
962=N/A极煞冰龙
963=N/A召唤精通
964=N/A土遁
965=N/A地王拳
966=N/A地动术
967=N/A灵土仆
968=N/A地崩术
969=N/A灵土神
971=N/A蚕丝绞丝
972=N/A牛皮绞丝
973=N/A鲸胶绞丝
974=N/A凤尾绞丝
975=N/A龙筋绞丝
976=N/A蚕丝连接环
977=N/A牛皮连接环
978=N/A鲸胶连接环
979=N/A凤尾连接环
980=N/A龙筋连接环
981=N/A狼皮帽檐
982=N/A虎皮帽檐
983=N/A鲨皮帽檐
984=N/A鲸皮帽檐
985=N/A龙皮帽檐
1038=Bone Bolt
1039=Iron Bolt
1041=Iron Ore Shot
1042=Lead Shot
1208=Blade Charm
1221=Superior Rending Charm
1222=Elite Blade Charm
1230=Fury Charm
1231=Superior Fury Charm
1233=Elite Fury Charm
1281=Cockatrice's Scale Charm
1286=Dragon's Scale Charm
1289=Kirin's Scale Charm
1290=Azure Charm
1291=Lapis Charm
1293=Magic Shell
1796=Small Healing Potion
1797=Medium Healing Potion
1798=Large Healing Potion
1799=Condensed Healing Potion
1800=Super Healing Potion
1801=Perfect Healing Potion
1804=Small Mana Potion
1805=Medium Mana Potion
1806=Large Mana Potion
1807=Condensed Mana Potion
1808=Super Mana Potion
1809=Perfect Mana Potion
1812=Small Rejuvenation Potion
1813=Medium Rejuvenation Potion
1814=Large Rejuvenation Potion
1817=Antidote Potion
1820=Elderwood
1821=Valdia Root
1823=Salvia Root
1824=Tranquillia Herb
1825=Crane Herb
1826=Serpentine Herb
1827=Tiger-ear Herb
1828=Longen Herb
1830=Nectar
1831=Tuckahoe
1832=Fleece-flower Root
1834=Realgar
1835=Ox Bezoar
1837=Ageratum
1838=Elecampane
1839=Ligumaloes Wood
1840=Tulip
1841=Devilwood
1842=Tiery Herb
1844=Golden Herb
1845=Palo Herb
1846=Black Henbane
1848=Butterfly Herb
1850=Green Berry
1851=Red Berry
1852=White Berry
1854=Worm Sprouts
1855=Scented Fungus
1857=Perfumedew Herb
1858=☆Sleeves of Sacred Tortoise
1859=☆Sleeves of the Cosmos
1860=☆Bracelets of Aries
1861=☆Winged Dragon Scalecuffs
1862=☆Kilt of the Sacred Tortoise
1863=☆Pants of the Cosmos
1864=☆Leggings of Fortune
1865=☆Serrated Wing Cuisses
1866=☆Chainpants of Aries
1867=☆Winged Dragon Scalechaps
1868=☆Hermit's Cape
1869=☆Cloak of Valor
1870=☆Robe of Sacred Tortoise
1871=☆Robe of the Cosmos
1872=☆Mail of Fortune
1873=☆Serrated Wing War Vest
1874=☆Vest of Aries
1875=☆Winged Dragon Scaleplate
1876=☆Raintaker Hat
1877=☆Nightglower Hat
1878=☆Rejuvenation Helm
1879=☆Helmet of the Righteous
1880=☆Boots of Fortune
1881=☆Serrated Wing Boots
1882=☆Boots of Sacred Tortoise
1883=☆Boots of the Cosmos
1884=☆Greaves of Aries
1885=☆Winged Dragon Scaleboots
1886=☆Soul Devourer Ring
1887=☆Thunderclap Ring
1888=☆Ring of Windy Skies
1889=☆Ring of Flaming Sky
1890=☆Fire-eye Necklace
1891=☆Blood Shadow Necklace
1892=☆Green Silk Necklace
1893=☆Alabaster Necklace
1894=☆Rhino's Cave Necklace
1895=☆Evening Glow Beads
1896=☆Belt of the Planets
1897=☆Morning Dew Belt
1898=☆Snowdrift Pendant
1899=☆Dragon's Eye
1900=☆Gentleman's Amulet
1901=☆Amulet of Eight Treasures
1902=Detainer NodeWhip
1904=Parting Whip
1905=Marrowdrawn Whip
1906=Soulrout Whip
1907=☆Brow Scythe
1908=Magic Might Staves
1909=☆Pear Blossom Spear
1910=☆Wind-Tearing Mace
1912=LightningVox Staves
1913=☆Goose Down Spear
1926=☆Thunder God's Mace
1927=☆Aquamarine Sword
1928=☆Rambler's Sword
1929=☆Blades of Flowing Gold
1930=☆Wings of Protection
1931=N/A冰魄弹
1932=N/A焰光弹
1933=☆Dust to Dust Falchion
1934=☆Verdant Falchion
1935=☆Bloodthirsty Blades
1936=☆Twin Sight Blades
1937=☆Gnosis Wand
1938=☆Venus Wand
1939=☆Military Sword
1940=☆Pure Jade Sword
1944=Triple Bladed Bolt
1945=☆Calamitous Pestle
1946=Explosive Shot
1947=Phoenix Tail Arrow
1948=☆Heavenly Pestle
1949=☆Flowing Water Pataka
1950=☆Evoker's Pataka
1951=☆Bloodriver Handaxes
1955=Woven Fang Arrow Quiver I
1963=Woven Fang Arrow Quiver II
1964=Woven Fang Arrow Quiver III
1965=☆Flash of Glory Handaxes
1966=Falcon Feather Arrow Quiver I
1967=Falcon Feather Arrow Quiver II
1968=Falcon Feather Arrow Quiver III
1969=Phoenix Tail Arrow Quiver I
1970=Phoenix Tail Arrow Quiver II
1971=Phoenix Tail Arrow Quiver III
1972=Bone Bolt Quiver I
1973=Bone Bolt Quiver III
1974=Bone Bolt Quiver I
1975=Iron Bolt Quiver I
1976=Iron Bolt Quiver II
1977=Iron Bolt Quiver III
1978=Triple Bladed Bolt Quiver I
1979=Triple Bladed Bolt Quiver II
1980=Triple Bladed Bolt Quiver III
1981=Iron Ore Shot Clip I
1982=Iron Ore Shot Clip II
1983=Iron Ore Shot Clip III
1984=☆Crescent Moon Poleaxe
1985=Lead Shot Clip I
1986=Lead Shot Clip II
1987=Lead Shot Clip III
1988=Explosive Shot Clip I
1989=Explosive Shot Clip II
1990=Explosive Shot Clip III
1991=☆Hexagonal Sledgehammer
1992=☆Armor Smashing Sledgehammer
1993=☆Azure Sky Hammer
1994=☆Purple Sun Hammer
1995=☆Silverwing Bow
1996=Average Garnet Shard
1997=☆Eagle Strike Bow
1998=Garnet Gem
1999=☆Sharpshooter's Crossbow
2000=Drakeflame Stone
2001=Average Sapphire Shard
2002=☆Skysplitter
2003=Sapphire Gem
2004=Icebourne Stone
2005=Average Amber Shard
2006=Amber Gem
2007=Golden Soulgem
2008=☆Diabolical Claw
2009=Average Turquoise Shard
2010=Turquoise Gem
2011=Dryad's Spiritstone
2012=Average Citrine Shard
2013=Citrine Gem
2014=Stone of Gaea
2015=☆Spiritchaser Claw
2016=☆Torrential Fist
2017=☆Flaming Fist
2019=Cleaving Jade Shard
2020=Lightning Jade Shard
2021=Shining Jade Shard
2026=Hard Jade Shard
2027=Fortified Jade Shard
2028=Dark Jade Shard
2029=Cursed Jade Shard
2030=Stable Jade Shard
2031=Illusionary Jade Shard
2032=Steady Jade Shard
2033=Core Jade Shard
2034=Spirit Jade Shard
2036=☆Shadow Claw
2040=Refined Antidote
2041=☆Jade Slingshot
2042=☆Pearly Shot
2092=Without Name
2093=Without Name
2094=Without Name
2095=Without Name
2096=Wings of Winged Elves
2097=Wooden Sword
2100=Teleport Incense
2106=Without Name
2107=Without Name
2140=Without Name
2248=Without Name
2249=Without Name
2250=Wooden Bow
2251=Wand
2258=Splintered Club
2325=Without Name
2329=Without Name
2330=Book of Smelting
2333=Lan's Diary
2334=Hsi's Sachet
2340=Mink
2345=Monster Spirit Orb
2346=Mail of the Villager Chief
2347=Old Chief's Reply
2351=Hero's Command
2353=Elder's Written Order
2356=Mail of Broken Promises
2358=Lei's Letter
2359=Broken Placard
2362=Scholar Liu's Pendant
2363=Wolfling Tooth
2364=Copper Ore
2365=Green Leaf Herb
2367=Fine Charcoal
2369=Flake Flower
2372=Rose Gold Gourd
2373=Jade Bracelet
2375=Iron Ore
2377=Wood
2378=Copper Ore
2387=Frostblaze
2388=Herb Pickaxe
2390=Herbalist's Letter
2391=Scalp of the Unfortunate Soul
2392=The Remedy
2397=Ginger
2398=Liquorice Root
2400=Thousand Days Spirit
2401=Solar Talisman
2402=Note in Ancient Characters
2403=Talisman of Solar and Lunar
2431=Crystal Stone
2438=Garden Hoe
2439=Water of the Delicate
2440=Flower of Care
2446=Sandalwood Dust
2447=Yellowjacket Honey
2448=Elder's Secret Order
2449=Golden Carp
2450=Without Name
2452=Intelligence from the Soldier
2453=Hero's Medal
2460=Soul Devourer
2463=Vidon Bird
2464=Prachi Herb
2465=Attirand Herb
2466=Ring of the Regretless
2467=Charm of Protection
2474=Lion's Eye
2475=Mirror of Lies
2476=Eye of Recognition
2479=Maggie's Feather
2480=Fiendchase Pendant
2484=Hero's Badge
2486=Human Ultimaplate Fragment
2487=Winged Elf Ultimaplate Fragmnt
2488=Broken Armor
2494=Orb of Spirit Protection
2495=Yao's Jade Pendant
2498=Brand-new Paddle
2499=Godsight Fruit
2500=Moving Spoon
2501=Magnet
2503=the Aura Map
2506=Mirror Fountain Water
2508=Armor Shard
2509=Requiem Flute
2510=Godsight Solution
2511=Cup of Just
2514=Scorpion Tail
2518=Opal
2519=Satin Shoes
2524=Mysterious Scroll
2526=Crimson Snake Skin
2527=Charm of the Watcher
2528=Tiger Tusk
2529=Amber Jade
2530=Thunderblaze Stone
2531=Golden Rose Key
2532=Tuna Roe
2533=White Dragon's Antenna
2535=Osmanthus Wine
2536=Snake Isle Consultant's Armor
2537=Yansheng's Letter
2538=Drunkard's Mail
2539=Reply from Han's Wife
2543=Yansheng's Hair
2546=Soothing Cure
2561=Enemy's Secret Mail
2562=Elder's Recommendation
2563=Taro's Reply
2564=Order of Mutual Foes
2565=Order of Annihilation
2568=Human Seal Satchel
2569=Untamed Seal Satchel
2570=Winged Elf Seal Satchel
2571=Human Chi Seal Satchel
2572=Untamed Chi Seal Satchel
2573=Winged Elf Chi Seal Satchel
2574=Human Hero's Soul
2575=Untamed Hero's Soul
